cod_produto,cod_categoria,ean,plu,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_unidade,tamanho_total,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,desc_b,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
7898625070712,3,7898625070712,,ACNE SHOCK SABONETE LIQUIDO 150 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,ACNE SHOCK,DEMAIS FAB,ACNE SHOCK,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,IQVIA SKU,101 A 200,,,,,,
7898625070767,3,7898625070767,,ACNE SHOCK SABONETE DETOX 90 G x 1,GERENCIADO,FACE CARE MASSIVO,ACNE,ACNE SABONETE,-,ARAGO,DEMAIS FAB,ARAGO,DEMAIS MARCAS,CONCORRENTES,-,-,BARRA,G,90.0,90.0,81 A 100,REGULAR,1,REGULAR,IQVIA SKU,81 A 100,,,,,,
7898625070798,3,7898625070798,,ACNE SHOCK MASCARA FACIAL SECATIVA 10 G x 1,GERENCIADO,FACE CARE MASSIVO,ACNE,ACNE TRATAMENTO,-,ACNE SHOCK,DEMAIS FAB,ACNE SHOCK,DEMAIS MARCAS,CONCORRENTES,-,-,SACHE,G,10.0,10.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898625070811,3,7898625070811,,ACNE SHOCK SERUM ANTIACNE NOITE 40 ML x 1,GERENCIADO,FACE CARE MASSIVO,ACNE,ACNE LIMPEZA,-,ACNE SHOCK,DEMAIS FAB,ACNE SHOCK,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,40.0,40.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898625070927,3,7898625070927,,ARAGO SABONETE LIQUIDO PREBIOTICO BIOPROTETOR 100 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,ARAGO,DEMAIS FAB,ARAGO,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,IQVIA SKU,81 A 100,,,,,,
7898625070989,3,7898625070989,,ARAGO LOCAO TONICA BIOADSTRINGENTE PREBIOTICO 100 ML x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LOCAO,ARAGO,DEMAIS FAB,ARAGO,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,IQVIA SKU,81 A 100,,,,,,
7898625071078,3,7898625071078,,BIOCONTROL SERUM PREBIOTICO ANTIOLEOSIDADE 50 ML x 1,GERENCIADO,FACE CARE MASSIVO,ACNE,ACNE TRATAMENTO,-,BIOCONTROL,DEMAIS FAB,BIOCONTROL,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898626040943,3,7898626040943,,INTT SABONETE LIQUIDO FEMININO BARBATIMAO YLANG YLANG 150 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,INTT,DEMAIS FAB,INTT,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898626191058,3,7898626191058,,LAPIELY CREME FACIAL PREBIOTICO VITAMINA C 50 G x 1,GERENCIADO,FACE CARE MASSIVO,HIDRATACAO,HIDRATACAO ROSTO,-,LAPIELY,DEMAIS FAB,LAPIELY,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,50.0,50.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898628920656,3,7898628920656,,NUTRYDERM GEL ESFOLIANTE CORPO E PES REFRESCANTE 230 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,CRHON,DEMAIS FAB,NUTRYDERM,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,230.0,230.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898628920663,3,7898628920663,,NUTRYDERM GEL ESFOLIANTE CORPO E PES 230 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,GEL,CRHON,DEMAIS FAB,NUTRYDERM,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,230.0,230.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898628920687,3,7898628920687,,NUTRYDERM OLEO CORPORAL AMENDOAS 100 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,CRHON,DEMAIS FAB,NUTRYDERM,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
7898628920700,3,7898628920700,,NUTRYDERM OLEO CORPORAL AMEIXA 100 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,CRHON,DEMAIS FAB,NUTRYDERM,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
7898628920717,3,7898628920717,,NUTRYDERM CREME HIDRATANTE CORPORAL OMEGA 9 120 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,CRHON,DEMAIS FAB,NUTRYDERM,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,120.0,120.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898628920724,3,7898628920724,,NUTRYDERM CREME HIDRATANTE CORPORAL OMEGA 9.1 ALOE VERA 230 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,CRHON,DEMAIS FAB,NUTRYDERM,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,230.0,230.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898628921196,3,7898628921196,,NUTRYDERM CREME HIDRATANTE CORPORAL ROSA MOSQUETA 120 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,CRHON,DEMAIS FAB,NUTRYDERM,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,120.0,120.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898630290235,3,7898630290235,,TRISKLE SABONETE LIQUIDO MAGNOLIA COM CHA VERDE 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,TRISKLE,DEMAIS FAB,TRISKLE,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898630290259,3,7898630290259,,DUO LIVE SABONETE LIQUIDO BACTERICIDA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,DUO LIVE,DEMAIS FAB,DUO LIVE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898630290266,3,7898630290266,,DUO LIVE SABONETE LIQUIDO PITANGA 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,DUO LIVE,DEMAIS FAB,DUO LIVE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898630290297,3,7898630290297,,DUO LIVE SABONETE LIQUIDO FRUTAS VERMELHAS 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,DUO LIVE,DEMAIS FAB,DUO LIVE,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898631910590,3,7898631910590,,HIDRA MAXGOLD SABONETE LIQUIDO NEUTRO 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,HIDRA MAXGOLD,DEMAIS FAB,HIDRA MAXGOLD,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898631910637,3,7898631910637,,HIDRA MAXGOLD SABONETE LIQUIDO ERVA DOCE 2 L x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,HIDRA MAXGOLD,DEMAIS FAB,HIDRA MAXGOLD,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,2000.0,2000.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632470031,3,7898632470031,,LABOTRAT CREME ESFOLIANTE CORPORAL RENOVACAO CELULAR EXTRATO DE ALGAS 300 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,300.0,300.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898632470048,3,7898632470048,,LABOTRAT CREME ESFOLIANTE CORPORAL RENOVACAO CELULAR EXTRATO DE ALGAS 500 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632470390,3,7898632470390,,LABOTRAT CREME ESFOLIANTE CORPORAL LIMPEZA E RENOVACAO CELULAR MARACUJA 300 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,300.0,300.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898632470406,3,7898632470406,,LABOTRAT CREME ESFOLIANTE CORPORAL LIMPEZA E RENOVACAO CELULAR MARACUJA 500 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632470413,3,7898632470413,,LABOTRAT CREME ESFOLIANTE CORPORAL ARGILA BRANCA 1100 KG x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
7898632470420,3,7898632470420,,LABOTRAT CREME ESFOLIANTE PES ARGILA VERDE 1 KG x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,1000.0,1000.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632470536,3,7898632470536,,LABOTRAT CREME ESFOLIANTE CORPO E ROSTO MARACUJA 1100 KG x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
7898632470628,3,7898632470628,,LABOTRAT CREME ALTA HIDRATANTE MAOS E PES LAVANDA 100 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS ABRAFARMA,81 A 100,,,,,,
7898632470635,3,7898632470635,,LABOTRAT CREME DE ALTA HIDRATACAO MAOS E PES LAVANDA 300 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,300.0,300.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898632470673,3,7898632470673,,LABOTRAT CREME ESFOLIANTE CORPORAL KIWI 330 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,330.0,330.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632470772,3,7898632470772,,LABOTRAT CREME ESFOLIANTE CORPORAL AGUA DE COCO 330 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,330.0,330.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632470796,3,7898632470796,,LABOTRAT CREME ESFOLIANTE CORPORAL CAPIM LIMAO 330 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,330.0,330.0,ATE 50,REGULAR,1,REGULAR,ITENS ABRAFARMA,ATE 50,,,,,,
7898632470857,3,7898632470857,,LABOTRAT SABONETE LIQUIDO MARACUJA 350 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,350.0,350.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898632470864,3,7898632470864,,LABOTRAT CREME HIDRATANTE MARACUJA 340 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,340.0,340.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898632470895,3,7898632470895,,LABOTRAT SABONETE LIQUIDO CAPIM LIMAO 350 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,350.0,350.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632470901,3,7898632470901,,LABOTRAT CREME HIDRATANTE CAPIM LIMAO 340 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,340.0,340.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632470932,3,7898632470932,,LABOTRAT CREME ESFOLIANTE MAOS E PES REMOVEX 550 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,550.0,550.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632471007,3,7898632471007,,LABOTRAT CREME ESFOLIANTE CORPO E ROSTO MANGA 550 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,550.0,550.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632471014,3,7898632471014,,LABOTRAT CREME HIDRATANTE 18K CORPO E ROSTO MANGA 500 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632471052,3,7898632471052,,LABOTRAT SABONETE LIQUIDO 18K PERFUME FINO E SUAVE 500 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,500.0,500.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632471083,3,7898632471083,,LABOTRAT CREME ESFOLIANTE CORPORAL MORANGO 330 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,330.0,330.0,ATE 50,REGULAR,1,REGULAR,ITENS ABRAFARMA,ATE 50,,,,,,
7898632471090,3,7898632471090,,LABOTRAT CREME ESFOLIANTE CORPO E ROSTO AGUA DE COCO 1100 KG x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
7898632471106,3,7898632471106,,LABOTRAT CREME ESFOLIANTE CORPO E ROSTO MORANGO 1150 KG x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898632471113,3,7898632471113,,LABOTRAT CREME ESFOLIANTE CORPO E ROSTO KIWI 1150 KG x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,150.0,150.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898632471199,3,7898632471199,,LABOTRAT SABONETE LIQUIDO MORANGO 350 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,350.0,350.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632471205,3,7898632471205,,LABOTRAT CREME HIDRATANTE CORPORAL DE MORANGO 340 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,FRASCO,ML,340.0,340.0,201 ACIMA,REGULAR,1,REGULAR,ITENS ABRAFARMA,201 ACIMA,,,,,,
7898632471465,3,7898632471465,,LABOTRAT CREME HIDRATANTE CORPORAL SEBO CARNEIRO 200 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,200.0,200.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898632471625,3,7898632471625,,LABOTRAT OLEO CORPORAL HIDRATANTE GESTANTES 120 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,120.0,120.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898632471632,3,7898632471632,,LABOTRAT OLEO CORPORAL HIDRATANTE SEMENTE DE UVA 120 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,OLEO,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,120.0,120.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898632471915,3,7898632471915,,MR. THOMAS FOR MEN CREME ESFOLIANTE FACIAL ICE 140 G x 1,GERENCIADO,FACE CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,MR THOMAS,DEMAIS FAB,MR THOMAS,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,140.0,140.0,101 A 200,REGULAR,1,REGULAR,IQVIA SKU,101 A 200,,,,,,
7898632472011,3,7898632472011,,LABOTRAT CREME HIDRATANTE PREVENTIDA ANTI ESTRIAS GESTANTE 240 G x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,G,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632472028,3,7898632472028,,LABOTRAT CREME HIDRATANTE POS GESTACIONAL 240 ML x 1,GERENCIADO,BODY CARE MASSIVO,HIDRATACAO,HIDRATACAO CORPO,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,240.0,240.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632472240,3,7898632472240,,LABOTRAT CREME ESFOLIANTE CORPORAL PITAYA 330 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,330.0,330.0,ATE 50,REGULAR,1,REGULAR,ITENS ABRAFARMA,ATE 50,,,,,,
7898632472257,3,7898632472257,,LABOTRAT CREME ESFOLIANTE CORPO E ROSTO PITAYA 120 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,120.0,120.0,101 A 200,REGULAR,1,REGULAR,ITENS IQVIA,101 A 200,,,,,,
7898632472264,3,7898632472264,,LABOTRAT CREME ESFOLIANTE CORPORAL MELANCIA 330 G x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,CREME,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,POTE,G,330.0,330.0,ATE 50,REGULAR,1,REGULAR,ITENS ABRAFARMA,ATE 50,,,,,,
7898632472295,3,7898632472295,,LABOTRAT SERUM FACIAL ANTIAGE 30 ML x 1,GERENCIADO,FACE CARE MASSIVO,ANTI IDADE,ANTIMANCHAS,-,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,CONTA GOTAS,ML,30.0,30.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898632472301,3,7898632472301,,LABOTRAT SERUM CONTORNO DOS OLHOS 15 ML x 1,GERENCIADO,FACE CARE MASSIVO,ANTI IDADE,ANTIMANCHAS,-,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,15.0,15.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898632472318,3,7898632472318,,LABOTRAT GEL CLAREADOR FACIAL 30 G x 1,GERENCIADO,FACE CARE MASSIVO,ANTI IDADE,ANTIMANCHAS,-,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,G,30.0,30.0,ATE 50,REGULAR,1,REGULAR,IQVIA SKU,ATE 50,,,,,,
7898632472370,3,7898632472370,,LABOTRAT SABONETE LIQUIDO ANTIBACTERIANO NEUTRO 250 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,250.0,250.0,201 ACIMA,REGULAR,1,REGULAR,ITENS IQVIA,201 ACIMA,,,,,,
7898632472578,3,7898632472578,,LABOTRAT SABONETE LIQUIDO FACIAL VITAMINA C 100 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS ABRAFARMA,81 A 100,,,,,,
7898632472592,3,7898632472592,,LABOTRAT SABONETE LIQUIDO FACIAL DEMAQUILANTE 100 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,BISNAGA,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS ABRAFARMA,81 A 100,,,,,,
7898632472677,3,7898632472677,,LABOTRAT SABONETE LIQUIDO ANTIACNE 100 ML x 1,GERENCIADO,BODY CARE MASSIVO,LIMPEZA PELE,LIMPEZA OUTROS,LIQUIDO,LABOTRAT,DEMAIS FAB,LABOTRAT,DEMAIS MARCAS,CONCORRENTES,-,-,-,ML,100.0,100.0,81 A 100,REGULAR,1,REGULAR,ITENS IQVIA,81 A 100,,,,,,
